index,mobius_value,capacity_value,label
0,2.8628656298594817,1.6434735,0
1,2.8266640281794,1.6195853,0
2,2.8584462466735694,1.6416153,0
3,2.9038729708296267,1.6341522,0
4,2.8879306931342246,1.6524702,0
5,2.893457718197676,1.6491307,0
6,2.9008439122190754,1.6552035,0
7,2.885118724454089,1.6387691,0
8,2.8852658167573133,1.6304556,0
9,2.8799962329940625,1.624642,0
10,2.867951328664937,1.6427969,0
11,2.932914048108973,1.643476,0
12,2.860951145721922,1.6237811,0
13,2.86538062950759,1.6489537,0
14,2.7877576799572568,1.6532238,0
15,2.866139401711604,1.6696731,0
16,2.8018127315839965,1.6589096,0
17,2.842001917599908,1.6433699,0
18,2.862782478207178,1.6347183,0
19,2.899388492263386,1.6580178,0
20,2.871127427696157,1.6220983,0
21,2.8675713329139594,1.6525973,0
22,2.843504325736804,1.6776805,0
23,2.8403966391513187,1.6229254,0
24,2.986893454645826,1.6377162,0
25,2.853887495112987,1.6120011,0
26,2.866784671620568,1.6357017,0
27,2.8705219765798864,1.638026,0
28,2.83798920180315,1.634489,0
29,2.9222966619436814,1.6348021,0
30,2.89479090384779,1.6250181,0
31,2.7914000270528754,1.6249356,0
32,2.9530186282620896,1.6695409,0
33,2.8878283126599484,1.6673588,0
34,2.8609511089677637,1.6237811,0
35,2.79336291154084,1.6338861,0
36,2.7909878302669053,1.6332873,0
37,2.920272295049753,1.6557893,0
38,2.8763214296278266,1.6397078,0
39,2.8717211584985014,1.6354848,0
40,2.8315949994354455,1.6493186,0
41,2.726527160223851,1.5817255,0
42,2.9033164491499455,1.6527779,0
43,2.8354795930350116,1.64145,0
44,2.9612872582808505,1.649555,0
45,2.8181096396557064,1.6220856,0
46,2.9374612677906207,1.6557269,0
47,2.8956987252083493,1.6428056,0
48,2.8805482120012567,1.645925,0
49,2.8519680138187233,1.6350584,0
50,2.8268414187479474,1.5537356,1
51,2.865331576843916,1.5613043,1
52,2.815938780868384,1.5544034,1
53,2.7461489436445943,1.5439689,1
54,2.7659755785568283,1.5458176,1
55,2.9075897411586826,1.5745188,1
56,2.9016271565546026,1.5698779,1
57,2.867665991541705,1.5603164,1
58,2.8194863712707035,1.5545626,1
59,2.8802522195179288,1.566352,1
60,2.754789974010672,1.544317,1
61,2.859495625637766,1.5604506,1
62,2.7296556084880708,1.5387902,1
63,2.8733923303906774,1.5676928,1
64,2.854639214422426,1.5547322,1
65,2.815094864812127,1.5504,1
66,2.9355613685949042,1.5792407,1
67,2.8878616271924895,1.5668862,1
68,2.5952595065954887,1.5194865,1
69,2.830081898772127,1.5562385,1
70,2.909946533261535,1.5751293,1
71,2.8039766799522923,1.5483909,1
72,2.729501129082589,1.54493,1
73,2.8866221178251674,1.5704671,1
74,2.8175843049757057,1.5521852,1
75,2.8052923516803925,1.5495111,1
76,2.769285061610545,1.546915,1
77,2.783481459306379,1.5509382,1
78,2.8494331331364178,1.5618991,1
79,2.820069065886372,1.5489867,1
80,2.807775832797966,1.552149,1
81,2.820015044392667,1.5532938,1
82,2.8309815979646986,1.5542568,1
83,2.8239895009567455,1.5645589,1
84,2.9689790534578817,1.5865282,1
85,2.948108275189916,1.5773112,1
86,2.8230453673888456,1.5547041,1
87,2.678661702975319,1.5318028,1
88,2.9315976164298148,1.5742111,1
89,2.8088913699491354,1.5540397,1
90,2.8974268207976586,1.5737674,1
91,2.888153569412537,1.5689024,1
92,2.8161048089334777,1.5531905,1
93,2.824141719215863,1.5524163,1
94,2.8691503624761587,1.5654962,1
95,2.9427071996010956,1.5768704,1
96,2.903413269044403,1.5701371,1
97,2.8430972610230816,1.5577354,1
98,2.8004710816642047,1.5419028,1
99,2.869619308083588,1.563412,1
100,2.810869508847913,1.568281,2
101,2.7674795950873063,1.5567037,2
102,2.7032066941498116,1.5434024,2
103,2.8341635667127747,1.568542,2
104,2.7422410490591917,1.553447,2
105,2.6954317497086286,1.5450274,2
106,2.8525091368330533,1.5729012,2
107,2.7584539700768054,1.5551431,2
108,2.653865378937925,1.5382664,2
109,2.7905963609109867,1.557731,2
110,2.804368454603704,1.5558952,2
111,2.6976033557784076,1.542277,2
112,2.708425723124174,1.5423476,2
113,2.6355131847267392,1.5350546,2
114,2.5895826481413105,1.5268686,2
115,2.755978898895374,1.5504159,2
116,2.8281090632293724,1.5648152,2
117,2.884937351899632,1.5754449,2
118,2.4175831065950235,1.5020231,2
119,2.665035001118578,1.5381703,2
120,2.7215207703666957,1.5452713,2
121,2.7882088838334385,1.559309,2
122,2.6516282100428485,1.5383021,2
123,2.7083219683986073,1.5404788,2
124,2.8337532721477423,1.5654918,2
125,2.829802173992902,1.5646172,2
126,2.747210385013946,1.5463328,2
127,2.8332302026315137,1.5622494,2
128,2.6923041139260695,1.5443219,2
129,2.806718981052156,1.559507,2
130,2.67506393382056,1.5390695,2
131,2.874583629059108,1.5701822,2
132,2.651377472937213,1.5375386,2
133,2.8342459602842682,1.5639253,2
134,2.8660881859069187,1.5759245,2
135,2.5820781888868845,1.5210187,2
136,2.841843275200251,1.5686398,2
137,2.8696707545934936,1.5723257,2
138,2.8388212806833755,1.5627946,2
139,2.7209584637890556,1.5424311,2
140,2.665951210200198,1.5366133,2
141,2.6293347389832182,1.5232121,2
142,2.7674795950873063,1.5567037,2
143,2.751781002581204,1.5531912,2
144,2.721806862400352,1.5464846,2
145,2.6241596354799404,1.5253142,2
146,2.5971459659314102,1.5234826,2
147,2.7517908175619077,1.5486562,2
148,2.8654693128715025,1.5711881,2
149,2.8822170584236995,1.5743653,2
