index,mobius_value,capacity_value,label
0,2.7209106202930706,1.7611738,0
1,2.7054214881356105,1.7313112,0
2,2.718013414294571,1.7588938,0
3,2.7730641619280694,1.7480394,0
4,2.7388103220040203,1.7721133,0
5,2.747821391471569,1.767654,0
6,2.749841158012913,1.7752943,0
7,2.7488756628050894,1.7545031,0
8,2.7569393691622865,1.7437679,0
9,2.7569073198654355,1.7364051,0
10,2.726922609728221,1.7601637,0
11,2.7948496750627294,1.7592943,0
12,2.737622707151612,1.7358057,0
13,2.7183522385321677,1.7681801,0
14,2.632353304173648,1.7757784,0
15,2.699443286730707,1.794905,0
16,2.6417806783302398,1.78274,0
17,2.698985966825194,1.7616009,0
18,2.7291514711723264,1.7498746,0
19,2.745627741605939,1.7789662,0
20,2.749965330587785,1.73336,0
21,2.71719862727863,1.7728245,0
22,2.667933014717975,1.8058494,0
23,2.716739834828391,1.7352537,0
24,2.8573082445450146,1.7504084,0
25,2.741372633349676,1.7207896,0
26,2.7324407014901455,1.7510363,0
27,2.7341746194042,1.7539362,0
28,2.703198360445606,1.7502451,0
29,2.7918935447828224,1.748383,0
30,2.7721664225137106,1.736493,0
31,2.663107955436775,1.7391654,0
32,2.7912766768198107,1.792399,0
33,2.724539140819476,1.7913345,0
34,2.737622685282905,1.7358057,0
35,2.656665511468134,1.7506663,0
36,2.6547281079180234,1.7499571,0
37,2.769792020447528,1.7755283,0
38,2.7386964762334998,1.7559513,0
39,2.737857759310964,1.7506238,0
40,2.682341825319103,1.7695593,0
41,2.6357344998881995,1.6851324,0
42,2.7547584999005608,1.7720969,0
43,2.693927434155296,1.759298,0
44,2.8190170344993475,1.7663784,0
45,2.6940131524670514,1.7347686,0
46,2.7879956531493044,1.7749858,0
47,2.7562038882225988,1.7594291,0
48,2.737243923607248,1.763863,0
49,2.71741254506138,1.7506042,0
50,2.774215659585266,1.6575981,1
51,2.807349513411623,1.6657741,1
52,2.763514629308524,1.6614844,1
53,2.701897904645554,1.6539145,1
54,2.7199246685772316,1.653604,1
55,2.841432065844654,1.6855696,1
56,2.8379221259089396,1.6766523,1
57,2.8100360498715653,1.6630785,1
58,2.766820491209832,1.6610502,1
59,2.8192048085033505,1.6736059,1
60,2.709968598831913,1.6527698,1
61,2.8021881970283307,1.6651827,1
62,2.688605359171752,1.6461419,1
63,2.8120410658767017,1.6780816,1
64,2.8002364200960725,1.6536438,1
65,2.764583714687205,1.6528404,1
66,2.865875373746597,1.6897942,1
67,2.8262054344840966,1.6731002,1
68,2.569578637410813,1.6333076,1
69,2.7761322285372483,1.6624019,1
70,2.8433920885501394,1.6863946,1
71,2.7549298668468443,1.6508694,1
72,2.6855853953138267,1.6597191,1
73,2.8233488939738356,1.6812732,1
74,2.7661204965533868,1.6562271,1
75,2.755659352903266,1.6530491,1
76,2.7225645758766768,1.6552924,1
77,2.7342091282337115,1.6610247,1
78,2.7919224631321713,1.6706048,1
79,2.769984636346455,1.648622,1
80,2.756791424510177,1.6583183,1
81,2.767917872455312,1.6581346,1
82,2.7779167460511256,1.6578315,1
83,2.7664340726375696,1.6821033,1
84,2.8943075238062486,1.6984726,1
85,2.878733457046807,1.6827611,1
86,2.7701454677546127,1.6605746,1
87,2.643285379635573,1.6420155,1
88,2.864451854914276,1.6795772,1
89,2.7569697349409066,1.6622418,1
90,2.8320998958019277,1.6861618,1
91,2.825540274624748,1.6774827,1
92,2.764240360913431,1.6587721,1
93,2.772260532617701,1.6552857,1
94,2.8090268575523973,1.6741754,1
95,2.8737932794182126,1.6829844,1
96,2.8395026536101016,1.6768291,1
97,2.787833457869831,1.6628232,1
98,2.754625332991874,1.6373338,1
99,2.810448927826066,1.6694741,1
100,2.7521910813652912,1.6932178,2
101,2.716264181196721,1.6772838,2
102,2.661245553427178,1.6621695,2
103,2.7742646565236404,1.6886376,2
104,2.693739495810003,1.6756862,2
105,2.6530769091792457,1.6674746,2
106,2.7897055419214354,1.6941926,2
107,2.7083943272227575,1.6758391,2
108,2.6166339860284458,1.6617612,2
109,2.7378102511409312,1.6744334,2
110,2.751791876173788,1.6673359,2
111,2.656433072992483,1.6609269,2
112,2.6667120911880646,1.6586874,2
113,2.6006499577496687,1.6587384,2
114,2.560715420003395,1.6508474,2
115,2.7082478180746374,1.6659596,2
116,2.770239459917617,1.6817569,2
117,2.8194144415090436,1.6926264,2
118,2.4084512996816425,1.6341121,2
119,2.6273218621458865,1.659077,2
120,2.67782162783154,1.6622384,2
121,2.7347970187054003,1.6784425,2
122,2.61448559998394,1.662335,2
123,2.6674875832744958,1.6545883,2
124,2.775300892500768,1.6820003,2
125,2.7719453699894627,1.6809454,2
126,2.7018032039378848,1.658894,2
127,2.7763196275919935,1.6749638,2
128,2.6504268748014717,1.6666106,2
129,2.752341662872361,1.6747824,2
130,2.636457162431733,1.6588409,2
131,2.8120113839996543,1.6833092,2
132,2.6146038971935814,1.6607065,2
133,2.776503325045266,1.6784358,2
134,2.801229686015921,1.6978561,2
135,2.5563019284592268,1.6396048,2
136,2.7815365050855023,1.6871535,2
137,2.8063272256209326,1.6891247,2
138,2.781391962449584,1.674929,2
139,2.6786147458794978,1.6560979,2
140,2.6289234122776697,1.6554397,2
141,2.6003039274285915,1.6339836,2
142,2.716264181196721,1.6772838,2
143,2.702949313499456,1.6730105,2
144,2.6775265438238205,1.6648513,2
145,2.5943892650653932,1.6397659,2
146,2.5695064150756295,1.6417046,2
147,2.705080583303139,1.663005,2
148,2.8028561364985767,1.6875454,2
149,2.8173276088638426,1.6908468,2
