index,mobius_value,capacity_value,label
0,0.30970612435242095,0.36293346,0
1,0.010382659791295755,0.3750564,0
2,0.046729791193373706,1.0978247,0
3,0.009738019782868144,0.21281284,0
4,0.31827116533655964,1.3434598,0
5,0.3933070372876412,0.6506564,0
6,0.16104044929535632,0.6083514,0
7,0.16924923024320723,0.5079962,0
8,0.0007526812514966793,0.7709267,0
9,0.5827653288143406,1.260149,0
10,0.30045325914820187,0.36353707,0
11,0.011624426118135703,0.15972067,0
12,0.015011715011905326,0.72913766,0
13,0.740685818631536,1.3310591,0
14,0.015116188307597837,0.73526514,0
15,0.2779086487709768,0.47096524,0
16,0.2798245162354962,1.219181,0
17,0.011474412173735267,0.16371888,0
18,0.20893383735064147,0.9527336,0
19,0.010792691245075654,0.18897171,0
20,0.010036086061684435,0.2823779,0
21,0.2623752998151669,0.43828762,0
22,0.16507254909587407,0.5349768,0
23,0.18745165588488683,1.2135842,0
24,0.21601327993435634,1.2422633,0
25,0.019317799905929616,1.0901464,0
26,0.1131188202780038,1.0465674,0
27,0.010036346257511562,0.28908098,0
28,0.00041332327785341535,0.85431606,0
29,0.0003921660463148192,0.860704,0
30,0.015026782486861791,0.73002344,0
31,0.0009606932704847317,0.73103356,0
32,0.16083584799137401,1.0687115,0
33,0.010508204550011805,0.2056335,0
34,0.519179934195875,1.2315283,0
35,1.682560500312011e-05,1.0636591,0
36,0.30731595605496237,1.1357177,0
37,0.18435802933989234,0.83250237,0
38,0.01912576430885785,0.13525896,0
39,0.3793455481608625,0.63143617,0
40,0.003693139523747693,0.4468204,0
41,0.4073101862856316,0.66956466,0
42,0.254232813268172,0.3122165,0
43,0.010803350756923256,0.18844765,0
44,0.01095137886271511,0.18171418,0
45,0.8503570928192574,1.1860498,0
46,0.01049132629512978,0.20683223,0
47,0.161566588039356,0.57963544,0
48,0.012120181118937631,0.1489748,0
49,0.7444904503060232,1.0707333,0
50,0.10824394480816321,1.1407392,1
51,0.2877930963559898,0.29359683,1
52,0.5162910500113507,1.2302268,1
53,0.017039099941991452,0.12690921,1
54,0.26235944479325735,0.43825105,1
55,0.11741020376611734,1.0485704,1
56,0.8554474025816887,1.1915215,1
57,0.0074264895556677216,0.27417022,1
58,0.6442408532426349,1.2877792,1
59,0.17384803019902229,1.2002873,1
60,0.4850014289864253,1.2161233,1
61,0.012677546349605336,0.58073974,1
62,0.01850705279861352,0.12230788,1
63,0.2832842484865058,1.1247864,1
64,0.3543818266558894,1.1570799,1
65,0.16356911959697276,0.54896194,1
66,0.011595269466705412,0.16046616,1
67,0.006207366722724107,1.0963818,1
68,0.4357305949184849,0.70698243,1
69,0.007581333099305489,0.26926756,1
70,0.2715491016700389,0.29935282,1
71,0.5138410443558514,0.80492157,1
72,0.16711782773336223,0.5202979,1
73,0.1626295101008875,0.6589932,1
74,0.008385473187238882,0.24578585,1
75,0.025151576789006144,1.0904284,1
76,0.010246271985858634,0.2291464,1
77,0.6675687708215674,1.2982547,1
78,0.24771720020043242,0.37870705,1
79,0.13454494425687236,1.0565428,1
80,0.0003191730739577418,0.88442284,1
81,0.004411063960840816,0.4029038,1
82,0.17006683684005816,0.50382817,1
83,0.24574688124800512,1.1076723,1
84,0.18419932039640832,0.45523545,1
85,0.2459701484286284,0.32505268,1
86,0.28776857689228136,0.29360285,1
87,0.16554104018715707,0.6972057,1
88,0.04983735500252731,1.099409,1
89,0.16150983255463736,0.5811188,1
90,0.04390327464563891,1.0135813,1
91,0.24328027219512074,0.33236867,1
92,0.47700469404383977,0.75949097,1
93,0.005640870849208962,0.34150058,1
94,0.8486452746238262,1.1842083,1
95,0.011113185339990719,0.45666662,1
96,0.16240551542803566,0.563633,1
97,0.04741968795468053,1.0153159,1
98,0.05208532436306215,1.0175992,1
99,0.006523811987919188,0.3055267,1
100,0.00042384951077117645,0.85120887,2
101,0.0909911636891104,1.1268783,2
102,0.3367947688919134,1.1491042,2
103,0.01226706410209258,0.5512348,2
104,0.010164103377428608,0.24043119,2
105,0.6468249505412286,0.96121085,2
106,0.25726246152462423,0.42598742,2
107,0.16162128392739927,0.57828426,2
108,0.015035289860686387,0.1245122,2
109,0.6285495477953746,1.2807302,2
110,0.03535243534656339,1.0929844,2
111,0.010597230554189976,0.19976887,2
112,0.011698315352441807,0.15789495,2
113,0.019102139848726295,0.13511848,2
114,0.7071227394889769,1.3160061,2
115,0.00018819763198157206,0.9364392,2
116,0.00238791818747255,0.5498523,2
117,1.6530325336764225e-05,1.0641546,2
118,0.06157593464979395,1.0221952,2
119,0.6631136375979356,0.97972983,2
120,0.00475913040398035,0.38395602,2
121,0.022222943023211178,1.0022119,2
122,0.2545398925432554,0.37532142,2
123,0.0013310623265183313,0.67200255,2
124,0.010129298003873254,0.2465386,2
125,0.16840662104074383,0.5125838,2
126,0.010066134658509432,0.26254326,2
127,0.2880633055035701,1.2465996,2
128,0.41485794992702174,1.1844547,2
129,0.010789322080621975,0.42443475,2
130,0.3160513535108876,0.29003665,2
131,0.046907461904429876,1.015064,2
132,0.1619092307205164,0.57209253,2
133,0.7795781785020022,1.1092956,2
134,0.08785370149241174,1.124473,2
135,0.41659146132503605,1.1852384,2
136,0.9051857584162266,1.2446803,2
137,0.01745817567686751,0.12526515,2
138,0.09935295072236408,1.1334699,2
139,0.0002868094086397842,0.89593875,2
140,0.015091642854454296,0.12441171,2
141,0.2768228121800987,1.3060331,2
142,0.18243536015106598,0.82154286,2
143,0.2075248604069429,0.41329303,2
144,0.011725063581507125,0.15725562,2
145,0.3931275780030177,0.6504118,2
146,0.4333402632271297,0.7038794,2
147,0.4660033340957751,1.2075536,2
148,0.00021494368070275132,0.92446727,2
149,0.01473643938107615,0.12521002,2
