index,mobius_value,capacity_value,label
0,3.0336906327834408,1.5534502,0
1,3.0110254435515973,1.5319906,0
2,3.0297652252977927,1.5518054,0
3,3.0992060074797667,1.5442332,0
4,3.057643858421474,1.5613574,0
5,3.0687555161644022,1.5581954,0
6,3.0720669574132593,1.5636786,0
7,3.068855716922213,1.5487747,0
8,3.0781583883112074,1.5411115,0
9,3.07741785629935,1.5358347,0
10,3.0412907861145286,1.5527489,0
11,3.1281635322523575,1.552381,0
12,3.0526741401680377,1.5353327,0
13,3.0310812172476256,1.5584618,0
14,2.9217134359272396,1.5635841,0
15,3.009414334160358,1.5775434,0
16,2.9344430779103807,1.5686086,0
17,3.0056648345223578,1.5536739,0
18,3.0431664909670215,1.5453835,0
19,3.0670220853470456,1.5662942,0
20,3.0682419262769907,1.5336263,0
21,3.0300456868965995,1.5617859,0
22,2.97011693632823,1.5852685,0
23,3.0258889397969915,1.5348586,0
24,3.2072743049783323,1.5462476,0
25,3.056047903362727,1.5245852,0
26,3.04748749482966,1.5462284,0
27,3.049982635364406,1.5483131,0
28,3.0099783804164217,1.5455515,0
29,3.1233426840911633,1.5445503,0
30,3.0969598102506097,1.535955,0
31,2.9576048952015346,1.5374604,0
32,3.1267347785743747,1.5760926,0
33,3.041201041694852,1.575079,0
34,3.052674110084828,1.5353327,0
35,2.950450380298978,1.5456785,0
36,2.9479028796650733,1.5451629,0
37,3.097628848454094,1.5639212,0
38,3.055962637204326,1.5497743,0
39,3.0543828321640207,1.5459532,0
40,2.985114295525054,1.5593148,0
41,2.917429923669535,1.4986342,0
42,3.078058010000153,1.5614055,0
43,2.9989704818299563,1.5520046,0
44,3.159773886677078,1.5575488,0
45,2.9967497881854688,1.5344256,0
46,3.1208802850115998,1.5636008,0
47,3.0787047787309394,1.5523324,0
48,3.05485483551072,1.5554388,0
49,3.028208472921504,1.5458622,0
50,3.1044023224893658,1.4589659,1
51,3.1469846712582137,1.4659631,1
52,3.094051254855917,1.4567634,1
53,3.0188425365480525,1.4438183,1
54,3.039529812393755,1.4475834,1
55,3.196719810586689,1.4732606,1
56,3.1880130158382265,1.4724487,1
57,3.1486869832269075,1.466501,1
58,3.097648393827503,1.4574506,1
59,3.164777645674109,1.4685098,1
60,3.0275802596175607,1.4454951,1
61,3.1407070464978193,1.4648792,1
62,2.999418130014484,1.4409717,1
63,3.15882485659684,1.4670517,1
64,3.132436132470251,1.4643699,1
65,3.090782804325455,1.456911,1
66,3.227191714476801,1.4784067,1
67,3.172610733475812,1.4699686,1
68,2.8550676011826437,1.4159812,1
69,3.109122459872133,1.4594088,1
70,3.199416630569287,1.4736775,1
71,3.0785903204855027,1.4548758,1
72,3.0030012370012136,1.4404598,1
73,3.1735663992498804,1.4694433,1
74,3.094325207486512,1.4572619,1
75,3.0805700272074397,1.4550475,1
76,3.0434629551413375,1.44815,1
77,3.0599180200402234,1.4506342,1
78,3.131659854113922,1.4627811,1
79,3.0948308779260816,1.4580028,1
80,3.0846254216460944,1.4553304,1
81,3.09739810456526,1.4576544,1
82,3.1088044593992543,1.4597416,1
83,3.1081734239717846,1.4575547,1
84,3.2645980570506765,1.4844255,1
85,3.238397544301894,1.4810324,1
86,3.1012460631423693,1.4581413,1
87,2.944852248044653,1.4314631,1
88,3.2202206744335786,1.4780194,1
89,3.0868763978822864,1.4554021,1
90,3.1862351621350546,1.4713153,1
91,3.1741254287109326,1.4698681,1
92,3.0934770956540456,1.4568913,1
93,3.1009359315670464,1.458537,1
94,3.153303006042438,1.4663875,1
95,3.232800265000801,1.4800018,1
96,3.1899331474091577,1.4727806,1
97,3.1228752101361987,1.4618582,1
98,3.071183945513917,1.4546933,1
99,3.1524975812092118,1.4666435,1
100,3.097492913042779,1.4546754,2
101,3.0476371014015777,1.4470264,2
102,2.9761277007881155,1.435394,2
103,3.120635426334511,1.4592488,2
104,3.0207533536660494,1.4423044,2
105,2.9694449813984027,1.4337333,2
106,3.1413887928583266,1.4625249,2
107,3.0377822334627798,1.4453688,2
108,2.924318804023642,1.4260662,2
109,3.0710709453697094,1.4515047,2
110,3.0835426915255155,1.4543647,2
111,2.9699142000106926,1.4343773,2
112,2.9806353627120132,1.436506,2
113,2.904256955783864,1.4226987,2
114,2.8539577360589203,1.4142827,2
115,3.0324640069078512,1.4452513,2
116,3.112394049201802,1.4583471,2
117,3.174932697141873,1.4687207,2
118,2.6691330585656465,1.3823107,2
119,2.935281200032704,1.4282764,2
120,2.9953348587913666,1.4388592,2
121,3.0696753435562174,1.4509101,2
122,2.9221331612334307,1.4256221,2
123,2.979396046509903,1.4366322,2
124,3.118374796734044,1.4594071,2
125,3.113944150320205,1.4586965,2
126,3.0213281152545806,1.4438423,2
127,3.115885922108541,1.4595582,2
128,2.9659297423893984,1.4331719,2
129,3.0880593291133307,1.4545449,2
130,2.9457236281483308,1.4301838,2
131,3.1615149116030565,1.4670914,2
132,2.921421274065823,1.4256326,2
133,3.1179078154561495,1.4596272,2
134,3.156626402125318,1.4649658,2
135,2.8429941190191323,1.4132614,2
136,3.1282723047096335,1.4607557,2
137,3.157971631247265,1.4659545,2
138,3.121734240433603,1.4606181,2
139,2.9930520298547347,1.438971,2
140,2.935237862202697,1.4285792,2
141,2.890955615552129,1.422409,2
142,3.0476371014015777,1.4470264,2
143,3.030010570035235,1.4442059,2
144,2.996355315017469,1.4388205,2
145,2.887128424958848,1.4212235,2
146,2.8593601831925586,1.4160398,2
147,3.027261074944607,1.4445634,2
148,3.1531340721774574,1.4652152,2
149,3.171591730514524,1.4682689,2
